template_signed_cos,template_condition_number,best_D_coefficient,best_C_coefficient,two_process_relative_misfit,D_only_relative_misfit,C_only_relative_misfit,D_only_coefficient,C_only_coefficient
0.18598238426085412,3.918856901500057,0.3784958005424382,1.2401673184048811,0.6423992124258233,0.7838689694174316,0.8306219723856538,0.4385474183445052,1.510538412081646
