time_days,phase_noise_mrad,n_stable_quads,SIP_signed_cos,SIP_abs_cos,phase_RMS_D_mrad,phase_RMS_C_mrad,phase_RMS_full_mrad,SNR_D,SNR_C,SIP_weight,joint_signed_cos,joint_abs_cos
365,1.0,276,0.3719742097336694,0.3719742097336694,20.87039183249615,45.80501909643519,74.94698458719685,20.87039183249615,45.80501909643519,0.9988540602449343,-0.48649739213824533,0.48649739213824533
365,3.0,276,0.3719742097336694,0.3719742097336694,20.87039183249615,45.80501909643519,74.94698458719685,6.956797277498716,15.26833969881173,0.9898261803172771,-0.49166983834390304,0.49166983834390304
365,5.0,276,0.3719742097336694,0.3719742097336694,20.87039183249615,45.80501909643519,74.94698458719685,4.17407836649923,9.161003819287037,0.972481268846901,-0.5016487341446528,0.5016487341446528
365,10.0,276,0.3719742097336694,0.3719742097336694,20.87039183249615,45.80501909643519,74.94698458719685,2.087039183249615,4.580501909643519,0.9018226982664347,-0.5427746231705092,0.5427746231705092
1825,1.0,258,0.18598238426085412,0.18598238426085412,23.536597801766117,6.127965401267512,16.623413472504474,23.536597801766117,6.127965401267512,0.9869452778990396,-0.5948236526409243,0.5948236526409243
1825,3.0,258,0.18598238426085412,0.18598238426085412,23.536597801766117,6.127965401267512,16.623413472504474,7.845532600588705,2.0426551337558374,0.8981467842438292,-0.6413919476419201,0.6413919476419201
1825,5.0,258,0.18598238426085412,0.18598238426085412,23.536597801766117,6.127965401267512,16.623413472504474,4.707319560353223,1.2255930802535024,0.7748111173084362,-0.7070437868715121,0.7070437868715121
1825,10.0,258,0.18598238426085412,0.18598238426085412,23.536597801766117,6.127965401267512,16.623413472504474,2.3536597801766117,0.6127965401267512,0.5224959315122996,-0.8356466200727957,0.8356466200727957
